날짜,시간,종가
2022/03/03,11:00:00,365.95
2022/03/03,10:55:00,366.1
2022/03/03,10:50:00,366.15
2022/03/03,10:45:00,366.3
2022/03/03,10:40:00,366.1
2022/03/03,10:35:00,365.5
2022/03/03,10:30:00,365.35
2022/03/03,10:25:00,365.1
2022/03/03,10:20:00,364.85
2022/03/03,10:15:00,364.85
2022/03/03,10:10:00,365
2022/03/03,10:05:00,365.05
2022/03/03,10:00:00,365.2
2022/03/03,09:55:00,365.15
2022/03/03,09:50:00,365.25
2022/03/03,09:45:00,364.95
2022/03/03,09:40:00,365.05
2022/03/03,09:35:00,365.45
2022/03/03,09:30:00,365.3
2022/03/03,09:25:00,365.3
2022/03/03,09:20:00,365.4
2022/03/03,09:15:00,365
2022/03/03,09:10:00,364.55
2022/03/03,09:05:00,364.55
2022/03/03,09:00:00,364.55
2022/03/02,15:45:00,360.5
2022/03/02,15:30:00,361.05
2022/03/02,15:25:00,360.5
2022/03/02,15:20:00,360.5
2022/03/02,15:15:00,361
2022/03/02,15:10:00,360.95
2022/03/02,15:05:00,361.15
2022/03/02,15:00:00,361.35
2022/03/02,14:55:00,362.05
2022/03/02,14:50:00,362.3
2022/03/02,14:45:00,362.25
2022/03/02,14:40:00,362.35
2022/03/02,14:35:00,362.65
2022/03/02,14:30:00,362.45
2022/03/02,14:25:00,362.5
2022/03/02,14:20:00,362.3
2022/03/02,14:15:00,362.4
2022/03/02,14:10:00,362.25
2022/03/02,14:05:00,362.5
2022/03/02,14:00:00,362.6
2022/03/02,13:55:00,362.8
2022/03/02,13:50:00,362.45
2022/03/02,13:45:00,362.3
2022/03/02,13:40:00,361.55
2022/03/02,13:35:00,361.35
2022/03/02,13:30:00,361.15
2022/03/02,13:25:00,361.25
2022/03/02,13:20:00,361.25
2022/03/02,13:15:00,361.3
2022/03/02,13:10:00,361
2022/03/02,13:05:00,361.1
2022/03/02,13:00:00,361.2
2022/03/02,12:55:00,361.1
2022/03/02,12:50:00,360.9
2022/03/02,12:45:00,360.9
2022/03/02,12:40:00,360.6
2022/03/02,12:35:00,360.9
2022/03/02,12:30:00,360.75
2022/03/02,12:25:00,360.7
2022/03/02,12:20:00,360.85
2022/03/02,12:15:00,360.8
2022/03/02,12:10:00,361.2
2022/03/02,12:05:00,360.85
2022/03/02,12:00:00,360.65
2022/03/02,11:55:00,360.5
2022/03/02,11:50:00,360.55
2022/03/02,11:45:00,360.25
2022/03/02,11:40:00,360
2022/03/02,11:35:00,360.35
2022/03/02,11:30:00,360.5
2022/03/02,11:25:00,360.55
2022/03/02,11:20:00,360.5
2022/03/02,11:15:00,360.3
2022/03/02,11:10:00,360.45
2022/03/02,11:05:00,360.5
2022/03/02,11:00:00,360.6
2022/03/02,10:55:00,360.75
2022/03/02,10:50:00,360.7
2022/03/02,10:45:00,360.65
2022/03/02,10:40:00,360.8
2022/03/02,10:35:00,361.5
2022/03/02,10:30:00,361.75
2022/03/02,10:25:00,361.1
2022/03/02,10:20:00,360.9
2022/03/02,10:15:00,361.1
2022/03/02,10:10:00,361.2
2022/03/02,10:05:00,361
2022/03/02,10:00:00,360.7
2022/03/02,09:55:00,360.2
2022/03/02,09:50:00,360.65
2022/03/02,09:45:00,360.55
2022/03/02,09:40:00,360.45
2022/03/02,09:35:00,360.05
2022/03/02,09:30:00,360.55
2022/03/02,09:25:00,360.7
2022/03/02,09:20:00,361.1
2022/03/02,09:15:00,361.5
2022/03/02,09:10:00,360.95
2022/03/02,09:05:00,361.8
2022/03/02,09:00:00,361.4
2022/02/28,15:45:00,361.5
2022/02/28,15:30:00,361.45
2022/02/28,15:25:00,361.75
2022/02/28,15:20:00,361.6
2022/02/28,15:15:00,361
2022/02/28,15:10:00,360.95
2022/02/28,15:05:00,360.6
2022/02/28,15:00:00,360.65
2022/02/28,14:55:00,360.55
2022/02/28,14:50:00,360.55
2022/02/28,14:45:00,360.4
2022/02/28,14:40:00,360.3
2022/02/28,14:35:00,360.4
2022/02/28,14:30:00,360.5
2022/02/28,14:25:00,360.35
2022/02/28,14:20:00,360
2022/02/28,14:15:00,359.5
2022/02/28,14:10:00,359.5
2022/02/28,14:05:00,359.1
2022/02/28,14:00:00,358.8
2022/02/28,13:55:00,358.75
2022/02/28,13:50:00,358.6
2022/02/28,13:45:00,358.6
2022/02/28,13:40:00,358.65
2022/02/28,13:35:00,358.45
2022/02/28,13:30:00,358.6
2022/02/28,13:25:00,358.6
2022/02/28,13:20:00,358.45
2022/02/28,13:15:00,358.35
2022/02/28,13:10:00,358.75
2022/02/28,13:05:00,358.8
2022/02/28,13:00:00,358.35
2022/02/28,12:55:00,358.05
2022/02/28,12:50:00,358.25
2022/02/28,12:45:00,358.25
2022/02/28,12:40:00,358.35
2022/02/28,12:35:00,358.4
2022/02/28,12:30:00,358.05
2022/02/28,12:25:00,358.1
2022/02/28,12:20:00,358.5
2022/02/28,12:15:00,358.35
2022/02/28,12:10:00,358.1
2022/02/28,12:05:00,357.85
2022/02/28,12:00:00,357.95
2022/02/28,11:55:00,358
2022/02/28,11:50:00,357.95
2022/02/28,11:45:00,357.55
2022/02/28,11:40:00,358.05
2022/02/28,11:35:00,358.6
2022/02/28,11:30:00,358.3
2022/02/28,11:25:00,358.75
2022/02/28,11:20:00,359.25
2022/02/28,11:15:00,358.9
2022/02/28,11:10:00,359
2022/02/28,11:05:00,358.9
2022/02/28,11:00:00,358.6
2022/02/28,10:55:00,358.45
2022/02/28,10:50:00,358.85
2022/02/28,10:45:00,359.3
2022/02/28,10:40:00,359.15
2022/02/28,10:35:00,358.85
2022/02/28,10:30:00,359.4
2022/02/28,10:25:00,359.2
2022/02/28,10:20:00,358.85
2022/02/28,10:15:00,359.1
2022/02/28,10:10:00,359
2022/02/28,10:05:00,358.35
2022/02/28,10:00:00,357.9
2022/02/28,09:55:00,357.75
2022/02/28,09:50:00,357.3
2022/02/28,09:45:00,357.1
2022/02/28,09:40:00,357.65
2022/02/28,09:35:00,356.9
2022/02/28,09:30:00,356.85
2022/02/28,09:25:00,356.2
2022/02/28,09:20:00,356.65
2022/02/28,09:15:00,357.05
2022/02/28,09:10:00,356.8
2022/02/28,09:05:00,357.1
2022/02/28,09:00:00,355.9
2022/02/25,15:45:00,359.4
2022/02/25,15:30:00,358.95
2022/02/25,15:25:00,358.9
2022/02/25,15:20:00,358.85
2022/02/25,15:15:00,359.05
2022/02/25,15:10:00,358.8
2022/02/25,15:05:00,358.9
2022/02/25,15:00:00,358.75
2022/02/25,14:55:00,358.9
2022/02/25,14:50:00,359.1
2022/02/25,14:45:00,359.65
2022/02/25,14:40:00,359.2
2022/02/25,14:35:00,359.2
2022/02/25,14:30:00,358.9
2022/02/25,14:25:00,358.5
2022/02/25,14:20:00,358.85
2022/02/25,14:15:00,358.7
2022/02/25,14:10:00,358.55
2022/02/25,14:05:00,359.05
2022/02/25,14:00:00,359.45
2022/02/25,13:55:00,359.35
2022/02/25,13:50:00,359.45
2022/02/25,13:45:00,359.5
2022/02/25,13:40:00,359.05
2022/02/25,13:35:00,359.3
2022/02/25,13:30:00,359.2
2022/02/25,13:25:00,359.45
2022/02/25,13:20:00,359
2022/02/25,13:15:00,358.75
2022/02/25,13:10:00,359.2
2022/02/25,13:05:00,359
2022/02/25,13:00:00,358.85
2022/02/25,12:55:00,358.9
2022/02/25,12:50:00,358.45
2022/02/25,12:45:00,358.05
2022/02/25,12:40:00,357.7
2022/02/25,12:35:00,357.95
2022/02/25,12:30:00,357.6
2022/02/25,12:25:00,358.15
2022/02/25,12:20:00,358.25
2022/02/25,12:15:00,358.65
2022/02/25,12:10:00,358.3
2022/02/25,12:05:00,358.75
2022/02/25,12:00:00,359.05
2022/02/25,11:55:00,358.9
2022/02/25,11:50:00,358.65
2022/02/25,11:45:00,358.5
2022/02/25,11:40:00,358.2
2022/02/25,11:35:00,358.55
2022/02/25,11:30:00,358.85
2022/02/25,11:25:00,359
2022/02/25,11:20:00,358.85
2022/02/25,11:15:00,359.15
2022/02/25,11:10:00,359
2022/02/25,11:05:00,358.65
2022/02/25,11:00:00,358.5
2022/02/25,10:55:00,358.8
2022/02/25,10:50:00,358.3
2022/02/25,10:45:00,357.75
2022/02/25,10:40:00,358.3
2022/02/25,10:35:00,359
2022/02/25,10:30:00,359.3
2022/02/25,10:25:00,359.1
2022/02/25,10:20:00,359.25
2022/02/25,10:15:00,359.7
2022/02/25,10:10:00,359.85
2022/02/25,10:05:00,360.4
2022/02/25,10:00:00,360.05
2022/02/25,09:55:00,360.2
2022/02/25,09:50:00,359.8
2022/02/25,09:45:00,360.7
2022/02/25,09:40:00,360.8
2022/02/25,09:35:00,360.6
2022/02/25,09:30:00,360.25
2022/02/25,09:25:00,359.6
2022/02/25,09:20:00,359.9
2022/02/25,09:15:00,358.95
2022/02/25,09:10:00,358.45
2022/02/25,09:05:00,358.3
2022/02/25,09:00:00,358.5
2022/02/24,15:45:00,354.45
2022/02/24,15:30:00,354.75
2022/02/24,15:25:00,354.85
2022/02/24,15:20:00,355.4
2022/02/24,15:15:00,355.35
2022/02/24,15:10:00,355.15
2022/02/24,15:05:00,355.6
2022/02/24,15:00:00,355.5
2022/02/24,14:55:00,354.95
2022/02/24,14:50:00,354.9
2022/02/24,14:45:00,354.7
2022/02/24,14:40:00,354.5
2022/02/24,14:35:00,354.65
2022/02/24,14:30:00,354.95
2022/02/24,14:25:00,355.45
2022/02/24,14:20:00,355.8
2022/02/24,14:15:00,355.55
2022/02/24,14:10:00,355.6
2022/02/24,14:05:00,355.4
2022/02/24,14:00:00,355.75
2022/02/24,13:55:00,355.95
2022/02/24,13:50:00,355.6
2022/02/24,13:45:00,355.7
2022/02/24,13:40:00,355.25
2022/02/24,13:35:00,354.9
2022/02/24,13:30:00,354.8
2022/02/24,13:25:00,354.5
2022/02/24,13:20:00,354.9
2022/02/24,13:15:00,354.55
2022/02/24,13:10:00,354.85
2022/02/24,13:05:00,355.45
2022/02/24,13:00:00,355.25
2022/02/24,12:55:00,354.7
2022/02/24,12:50:00,355.2
2022/02/24,12:45:00,355.35
2022/02/24,12:40:00,354.75
2022/02/24,12:35:00,353.95
2022/02/24,12:30:00,354.2
2022/02/24,12:25:00,354.75
2022/02/24,12:20:00,355.1
2022/02/24,12:15:00,355.65
2022/02/24,12:10:00,355.5
2022/02/24,12:05:00,355.25
2022/02/24,12:00:00,356.45
2022/02/24,11:55:00,356.9
2022/02/24,11:50:00,357.4
2022/02/24,11:45:00,357.95
2022/02/24,11:40:00,357.9
2022/02/24,11:35:00,358.15
2022/02/24,11:30:00,358.15
2022/02/24,11:25:00,357.75
2022/02/24,11:20:00,358.3
2022/02/24,11:15:00,358.6
2022/02/24,11:10:00,358.7
2022/02/24,11:05:00,358.5
2022/02/24,11:00:00,358.85
2022/02/24,10:55:00,358.95
2022/02/24,10:50:00,359.2
2022/02/24,10:45:00,358.85
2022/02/24,10:40:00,358.3
2022/02/24,10:35:00,358.4
2022/02/24,10:30:00,358.25
2022/02/24,10:25:00,357.9
2022/02/24,10:20:00,358.2
2022/02/24,10:15:00,358.15
2022/02/24,10:10:00,358.35
2022/02/24,10:05:00,358.6
2022/02/24,10:00:00,358
2022/02/24,09:55:00,357.9
2022/02/24,09:50:00,357.65
2022/02/24,09:45:00,358.15
2022/02/24,09:40:00,358.65
2022/02/24,09:35:00,358.8
2022/02/24,09:30:00,358.9
2022/02/24,09:25:00,359.2
2022/02/24,09:20:00,359.9
2022/02/24,09:15:00,359.8
2022/02/24,09:10:00,360.25
2022/02/24,09:05:00,360.35
2022/02/24,09:00:00,360.25
2022/02/23,15:45:00,364.1
2022/02/23,15:30:00,364.55
2022/02/23,15:25:00,364.95
2022/02/23,15:20:00,364.8
2022/02/23,15:15:00,365.1
2022/02/23,15:10:00,365.4
2022/02/23,15:05:00,365
2022/02/23,15:00:00,365.35
2022/02/23,14:55:00,364.9
2022/02/23,14:50:00,364.85
2022/02/23,14:45:00,364.7
2022/02/23,14:40:00,364.45
2022/02/23,14:35:00,364.7
2022/02/23,14:30:00,364.45
2022/02/23,14:25:00,364.6
2022/02/23,14:20:00,364.5
2022/02/23,14:15:00,364.6
2022/02/23,14:10:00,364.7
2022/02/23,14:05:00,364.85
2022/02/23,14:00:00,365
2022/02/23,13:55:00,364.85
2022/02/23,13:50:00,364.7
2022/02/23,13:45:00,364.55
2022/02/23,13:40:00,364.15
2022/02/23,13:35:00,363.65
2022/02/23,13:30:00,363.85
2022/02/23,13:25:00,363.65
2022/02/23,13:20:00,363.55
2022/02/23,13:15:00,363.65
2022/02/23,13:10:00,363.9
2022/02/23,13:05:00,363.85
2022/02/23,13:00:00,363.7
2022/02/23,12:55:00,364.15
2022/02/23,12:50:00,363.35
2022/02/23,12:45:00,363.55
2022/02/23,12:40:00,363.45
2022/02/23,12:35:00,363.35
2022/02/23,12:30:00,363.6
2022/02/23,12:25:00,363.6
2022/02/23,12:20:00,363.2
2022/02/23,12:15:00,363.05
2022/02/23,12:10:00,362.8
2022/02/23,12:05:00,363.4
2022/02/23,12:00:00,363.6
2022/02/23,11:55:00,363.6
2022/02/23,11:50:00,363.75
2022/02/23,11:45:00,363.8
2022/02/23,11:40:00,363.9
2022/02/23,11:35:00,363.85
2022/02/23,11:30:00,364
2022/02/23,11:25:00,363.75
2022/02/23,11:20:00,364.2
2022/02/23,11:15:00,364.25
2022/02/23,11:10:00,364.5
2022/02/23,11:05:00,364.25
2022/02/23,11:00:00,364.35
2022/02/23,10:55:00,364.15
2022/02/23,10:50:00,363.85
2022/02/23,10:45:00,363.85
2022/02/23,10:40:00,364.35
2022/02/23,10:35:00,364.5
2022/02/23,10:30:00,364.2
2022/02/23,10:25:00,364.65
2022/02/23,10:20:00,365.75
2022/02/23,10:15:00,365.55
2022/02/23,10:10:00,365.95
2022/02/23,10:05:00,365.7
2022/02/23,10:00:00,365.4
2022/02/23,09:55:00,365.1
2022/02/23,09:50:00,364.6
2022/02/23,09:45:00,364.9
2022/02/23,09:40:00,364.65
2022/02/23,09:35:00,364.8
2022/02/23,09:30:00,365.35
2022/02/23,09:25:00,365.5
2022/02/23,09:20:00,365.4
2022/02/23,09:15:00,365.5
2022/02/23,09:10:00,365.25
2022/02/23,09:05:00,365
2022/02/23,09:00:00,365.8
2022/02/22,15:45:00,363.9
2022/02/22,15:30:00,364
2022/02/22,15:25:00,363.8
2022/02/22,15:20:00,363.55
2022/02/22,15:15:00,363.15
2022/02/22,15:10:00,363.25
2022/02/22,15:05:00,362.9
2022/02/22,15:00:00,362.85
2022/02/22,14:55:00,363.6
2022/02/22,14:50:00,363.15
2022/02/22,14:45:00,363.05
2022/02/22,14:40:00,363.25
2022/02/22,14:35:00,363.15
2022/02/22,14:30:00,363.05
2022/02/22,14:25:00,363.3
2022/02/22,14:20:00,362
2022/02/22,14:15:00,361.95
2022/02/22,14:10:00,361.7
2022/02/22,14:05:00,362.05
2022/02/22,14:00:00,361.85
2022/02/22,13:55:00,362
2022/02/22,13:50:00,361.65
2022/02/22,13:45:00,361.6
2022/02/22,13:40:00,361.75
2022/02/22,13:35:00,361.8
2022/02/22,13:30:00,362
2022/02/22,13:25:00,362.35
2022/02/22,13:20:00,362.05
2022/02/22,13:15:00,361.85
2022/02/22,13:10:00,361.9
2022/02/22,13:05:00,362.1
2022/02/22,13:00:00,361.85
2022/02/22,12:55:00,361.3
2022/02/22,12:50:00,361.55
2022/02/22,12:45:00,361.7
2022/02/22,12:40:00,362
2022/02/22,12:35:00,361.55
2022/02/22,12:30:00,361.4
2022/02/22,12:25:00,361.65
2022/02/22,12:20:00,361.8
2022/02/22,12:15:00,361.35
2022/02/22,12:10:00,361.25
2022/02/22,12:05:00,361.15
2022/02/22,12:00:00,361.15
2022/02/22,11:55:00,361.45
2022/02/22,11:50:00,361.5
2022/02/22,11:45:00,361.7
2022/02/22,11:40:00,361.3
2022/02/22,11:35:00,361.2
2022/02/22,11:30:00,361.6
2022/02/22,11:25:00,361.55
2022/02/22,11:20:00,361.95
2022/02/22,11:15:00,362.4
2022/02/22,11:10:00,362.35
2022/02/22,11:05:00,362.5
2022/02/22,11:00:00,362.2
2022/02/22,10:55:00,362.3
2022/02/22,10:50:00,362.45
2022/02/22,10:45:00,362.55
2022/02/22,10:40:00,363.15
2022/02/22,10:35:00,363.7
2022/02/22,10:30:00,363.15
2022/02/22,10:25:00,363.05
2022/02/22,10:20:00,363.35
2022/02/22,10:15:00,363.5
2022/02/22,10:10:00,363.75
2022/02/22,10:05:00,364.4
2022/02/22,10:00:00,364.25
2022/02/22,09:55:00,364.85
2022/02/22,09:50:00,364.7
2022/02/22,09:45:00,364.65
2022/02/22,09:40:00,364.1
2022/02/22,09:35:00,364.15
2022/02/22,09:30:00,363.25
2022/02/22,09:25:00,362.7
2022/02/22,09:20:00,362.1
2022/02/22,09:15:00,362.5
2022/02/22,09:10:00,361.85
2022/02/22,09:05:00,362.7
2022/02/22,09:00:00,362.1
2022/02/21,15:45:00,369.2
2022/02/21,15:30:00,369
2022/02/21,15:25:00,368.9
2022/02/21,15:20:00,368.7
2022/02/21,15:15:00,368.65
2022/02/21,15:10:00,368.7
2022/02/21,15:05:00,368.45
2022/02/21,15:00:00,368.1
2022/02/21,14:55:00,367.85
2022/02/21,14:50:00,368
2022/02/21,14:45:00,367.65
2022/02/21,14:40:00,367.7
2022/02/21,14:35:00,367.7
2022/02/21,14:30:00,367.8
2022/02/21,14:25:00,368.25
2022/02/21,14:20:00,367.65
2022/02/21,14:15:00,367.7
2022/02/21,14:10:00,367.5
2022/02/21,14:05:00,367.55
2022/02/21,14:00:00,367.75
2022/02/21,13:55:00,367.8
2022/02/21,13:50:00,368.05
2022/02/21,13:45:00,367.9
2022/02/21,13:40:00,367.55
2022/02/21,13:35:00,367.25
2022/02/21,13:30:00,367.1
2022/02/21,13:25:00,367
2022/02/21,13:20:00,366.55
2022/02/21,13:15:00,366.65
2022/02/21,13:10:00,366.5
2022/02/21,13:05:00,366.65
2022/02/21,13:00:00,366.35
2022/02/21,12:55:00,366.5
2022/02/21,12:50:00,366.35
2022/02/21,12:45:00,366.6
2022/02/21,12:40:00,366.5
2022/02/21,12:35:00,366.65
2022/02/21,12:30:00,366.25
2022/02/21,12:25:00,366.75
2022/02/21,12:20:00,367.15
2022/02/21,12:15:00,367.15
2022/02/21,12:10:00,367.1
2022/02/21,12:05:00,367.4
2022/02/21,12:00:00,367.35
2022/02/21,11:55:00,367.15
2022/02/21,11:50:00,367.05
2022/02/21,11:45:00,367.25
2022/02/21,11:40:00,366.95
2022/02/21,11:35:00,367.25
2022/02/21,11:30:00,367.6
2022/02/21,11:25:00,366.6
2022/02/21,11:20:00,366.95
2022/02/21,11:15:00,366.45
2022/02/21,11:10:00,366.5
2022/02/21,11:05:00,366.8
2022/02/21,11:00:00,366.6
2022/02/21,10:55:00,366.15
2022/02/21,10:50:00,366.05
2022/02/21,10:45:00,366.25
2022/02/21,10:40:00,366.3
2022/02/21,10:35:00,366.8
2022/02/21,10:30:00,366.25
2022/02/21,10:25:00,365.55
2022/02/21,10:20:00,365.85
2022/02/21,10:15:00,365.4
2022/02/21,10:10:00,365.55
2022/02/21,10:05:00,365.05
2022/02/21,10:00:00,364.55
2022/02/21,09:55:00,364.6
2022/02/21,09:50:00,364.65
2022/02/21,09:45:00,362.75
2022/02/21,09:40:00,362.65
2022/02/21,09:35:00,362.3
2022/02/21,09:30:00,362.55
2022/02/21,09:25:00,361.6
2022/02/21,09:20:00,361.8
2022/02/21,09:15:00,362
2022/02/21,09:10:00,361.95
2022/02/21,09:05:00,361.2
2022/02/21,09:00:00,362.3
2022/02/18,15:30:00,368.5
2022/02/18,15:25:00,368.7
2022/02/18,15:20:00,368.8
2022/02/18,15:15:00,368.85
2022/02/18,15:10:00,368.6
2022/02/18,15:05:00,368.65
2022/02/18,15:00:00,368.65
2022/02/18,14:55:00,368.75
2022/02/18,14:50:00,369.3
2022/02/18,14:45:00,369.05
2022/02/18,14:40:00,368.7
2022/02/18,14:35:00,368.9
2022/02/18,14:25:00,368.7
2022/02/18,14:15:00,368.65
2022/02/18,14:10:00,368.8
2022/02/18,14:05:00,368.85
2022/02/18,14:00:00,369.05
2022/02/18,13:50:00,368.85
2022/02/18,13:45:00,368.55
2022/02/18,13:40:00,368.95
2022/02/18,13:25:00,368.8
2022/02/18,13:15:00,368.55
2022/02/18,13:10:00,368.3
2022/02/18,13:05:00,368.5
2022/02/18,13:00:00,368.8
2022/02/18,12:55:00,368.45
2022/02/18,12:50:00,368.7
2022/02/18,12:45:00,368.9
2022/02/18,12:40:00,368.75
2022/02/18,12:35:00,368.9
2022/02/18,12:30:00,369.2
2022/02/18,12:25:00,369.35
2022/02/18,12:20:00,368.35
2022/02/18,12:15:00,368.5
2022/02/18,12:10:00,367.9
2022/02/18,12:05:00,367.6
2022/02/18,12:00:00,367.6
2022/02/18,11:55:00,368.05
2022/02/18,11:50:00,367.9
2022/02/18,11:40:00,367.65
2022/02/18,11:35:00,367.85
2022/02/18,11:30:00,368.2
2022/02/18,11:25:00,367.9
2022/02/18,11:10:00,368.05
2022/02/18,11:05:00,368.2
2022/02/18,11:00:00,369
2022/02/18,10:55:00,368.7
2022/02/18,10:50:00,368.85
2022/02/18,10:45:00,367.95
2022/02/18,10:40:00,368.45
2022/02/18,10:35:00,367.5
2022/02/18,10:30:00,367.55
2022/02/18,10:25:00,365.4
2022/02/18,10:15:00,365.75
2022/02/18,10:10:00,365.85
2022/02/18,10:05:00,366.15
2022/02/18,10:00:00,366.1
2022/02/18,09:55:00,365.45
2022/02/18,09:50:00,365.4
2022/02/18,09:45:00,365.25
2022/02/18,09:40:00,366.05
2022/02/18,09:35:00,365.75
2022/02/18,09:30:00,365.8
2022/02/18,09:25:00,366.45
2022/02/18,09:20:00,365.65
2022/02/18,09:15:00,366.7
2022/02/18,09:10:00,366.25
2022/02/18,09:05:00,366.7
2022/02/18,09:00:00,366.35
2022/02/17,15:45:00,370.25
2022/02/17,15:30:00,370.1
2022/02/17,15:25:00,370.05
2022/02/17,15:20:00,369.65
2022/02/17,15:15:00,369.85
2022/02/17,15:10:00,369.1
2022/02/17,15:05:00,370.25
2022/02/17,15:00:00,370.9
2022/02/17,14:55:00,371.4
2022/02/17,14:50:00,371.3
2022/02/17,14:45:00,371.55
2022/02/17,14:40:00,371.5
2022/02/17,14:35:00,372.3
2022/02/17,14:30:00,372.75
2022/02/17,14:25:00,372.55
2022/02/17,14:20:00,371.6
2022/02/17,14:15:00,371.15
2022/02/17,14:10:00,370.75
2022/02/17,14:05:00,370.9
2022/02/17,14:00:00,370.3
2022/02/17,13:55:00,370.4
2022/02/17,13:50:00,370.15
2022/02/17,13:45:00,370.75
2022/02/17,13:40:00,370.7
2022/02/17,13:35:00,370.2
2022/02/17,13:30:00,370.15
2022/02/17,13:25:00,370
2022/02/17,13:20:00,370.3
2022/02/17,13:15:00,369.9
2022/02/17,13:10:00,370.4
2022/02/17,13:05:00,369.05
2022/02/17,13:00:00,368.8
2022/02/17,12:55:00,368.65
2022/02/17,12:50:00,371.8
2022/02/17,12:45:00,372.7
2022/02/17,12:40:00,372.9
2022/02/17,12:35:00,372.95
2022/02/17,12:30:00,373.05
2022/02/17,12:25:00,373
2022/02/17,12:20:00,372.95
2022/02/17,12:15:00,372.9
2022/02/17,12:10:00,372.9
2022/02/17,12:05:00,372.75
2022/02/17,12:00:00,372.55
2022/02/17,11:55:00,372.35
2022/02/17,11:50:00,372.35
2022/02/17,11:45:00,372.4
2022/02/17,11:40:00,372.55
2022/02/17,11:35:00,372.65
2022/02/17,11:30:00,372.65
2022/02/17,11:25:00,372.45
2022/02/17,11:20:00,372.5
2022/02/17,11:15:00,372.6
2022/02/17,11:10:00,372.6
2022/02/17,11:05:00,372
2022/02/17,11:00:00,372.25
2022/02/17,10:55:00,371.85
2022/02/17,10:50:00,371.75
2022/02/17,10:45:00,371.85
2022/02/17,10:40:00,371.9
2022/02/17,10:35:00,372
2022/02/17,10:30:00,371.55
2022/02/17,10:25:00,371.7
2022/02/17,10:20:00,370.6
2022/02/17,10:15:00,370.7
2022/02/17,10:10:00,370.85
2022/02/17,10:05:00,370.85
2022/02/17,10:00:00,371.05
2022/02/17,09:55:00,370.9
2022/02/17,09:50:00,370.5
2022/02/17,09:45:00,370.35
2022/02/17,09:40:00,370.4
2022/02/17,09:35:00,370.25
2022/02/17,09:30:00,370
2022/02/17,09:25:00,369.5
2022/02/17,09:20:00,368.8
2022/02/17,09:15:00,368.8
2022/02/17,09:10:00,368.9
2022/02/17,09:05:00,368.35
2022/02/17,09:00:00,367.3
2022/02/16,15:45:00,367.5
2022/02/16,15:30:00,367.4
2022/02/16,15:25:00,367.5
2022/02/16,15:20:00,367.45
2022/02/16,15:15:00,367.4
2022/02/16,15:10:00,367.35
2022/02/16,15:05:00,367.1
2022/02/16,15:00:00,367.5
2022/02/16,14:55:00,367.4
2022/02/16,14:50:00,367.55
2022/02/16,14:45:00,367.4
2022/02/16,14:40:00,367.45
2022/02/16,14:35:00,367.5
2022/02/16,14:30:00,367.6
2022/02/16,14:25:00,367.5
2022/02/16,14:20:00,367.65
2022/02/16,14:15:00,367.6
2022/02/16,14:10:00,367.7
2022/02/16,14:05:00,367.6
2022/02/16,14:00:00,367.65
2022/02/16,13:55:00,367.45
2022/02/16,13:50:00,367.25
2022/02/16,13:45:00,366.85
2022/02/16,13:40:00,366.75
2022/02/16,13:35:00,366.4
2022/02/16,13:30:00,366.55
2022/02/16,13:25:00,366.35
2022/02/16,13:20:00,366.7
2022/02/16,13:15:00,366.8
2022/02/16,13:10:00,366.75
2022/02/16,13:05:00,366.6
2022/02/16,13:00:00,366.6
2022/02/16,12:55:00,366.65
2022/02/16,12:50:00,366.6
2022/02/16,12:45:00,366.45
2022/02/16,12:40:00,366.4
2022/02/16,12:35:00,366.35
2022/02/16,12:30:00,366.45
2022/02/16,12:25:00,366.6
2022/02/16,12:20:00,366.4
2022/02/16,12:15:00,366.75
2022/02/16,12:10:00,366.7
2022/02/16,12:05:00,366.8
2022/02/16,12:00:00,366.7
2022/02/16,11:55:00,366.85
2022/02/16,11:50:00,366.55
2022/02/16,11:45:00,366.7
2022/02/16,11:40:00,366.55
2022/02/16,11:35:00,366.8
2022/02/16,11:30:00,366.5
2022/02/16,11:25:00,366.45
2022/02/16,11:20:00,366.65
2022/02/16,11:15:00,366.8
2022/02/16,11:10:00,366.5
2022/02/16,11:05:00,366.65
2022/02/16,11:00:00,366
2022/02/16,10:55:00,365.7
2022/02/16,10:50:00,365.6
2022/02/16,10:45:00,365.4
2022/02/16,10:40:00,365.7
2022/02/16,10:35:00,366.05
2022/02/16,10:30:00,366.2
2022/02/16,10:25:00,366.55
2022/02/16,10:20:00,366.45
2022/02/16,10:15:00,366.65
2022/02/16,10:10:00,366.45
2022/02/16,10:05:00,366.65
2022/02/16,10:00:00,365.55
2022/02/16,09:55:00,365.9
2022/02/16,09:50:00,365.9
2022/02/16,09:45:00,365.85
2022/02/16,09:40:00,365.85
2022/02/16,09:35:00,365.3
2022/02/16,09:30:00,365.15
2022/02/16,09:25:00,365.4
2022/02/16,09:20:00,365.2
2022/02/16,09:15:00,365.85
2022/02/16,09:10:00,365.9
2022/02/16,09:05:00,366.05
2022/02/16,09:00:00,365.85
2022/02/15,15:45:00,360.7
2022/02/15,15:30:00,360.7
2022/02/15,15:25:00,361.15
2022/02/15,15:20:00,360.85
2022/02/15,15:15:00,360.75
2022/02/15,15:10:00,360.35
2022/02/15,15:05:00,360.3
2022/02/15,15:00:00,360.45
2022/02/15,14:55:00,360.3
2022/02/15,14:50:00,360
2022/02/15,14:45:00,360.15
2022/02/15,14:40:00,360.3
2022/02/15,14:35:00,360.35
